reported_name,accepted_name,species_name
Chamaecrista_pinetorum,Chamaecrista_glandulosa_var_pinetorum,Chamaecrista_glandulosa
Chamaecrista_selleana,Chamaecrista_glandulosa_var_pinetorum,Chamaecrista_glandulosa
Chamaecrista_glandulosa_var_rapidarum,Chamaecrista_glandulosa_var_rapidarum,Chamaecrista_glandulosa
Chamaecrista_glandulosa_var_swartzii,Chamaecrista_glandulosa_var_swartzii,Chamaecrista_glandulosa
Chamaecrista_complexaex,Chamaecrista_glandulosa_var_swartzii,Chamaecrista_glandulosa
Chamaecrista_polyadena,Chamaecrista_glandulosa_var_swartzii,Chamaecrista_glandulosa
Chamaecrista_swartzii,Chamaecrista_glandulosa_var_swartzii,Chamaecrista_glandulosa
Chamaecrista_glandulosa_var_tristicula,Chamaecrista_glandulosa_var_tristicula,Chamaecrista_glandulosa
Chamaecrista_tristicula,Chamaecrista_glandulosa_var_tristicula,Chamaecrista_glandulosa
Chamaecrista_glaucofilix,Chamaecrista_glaucofilix,Chamaecrista_glaucofilix
Chamaecrista_glaziovii,Chamaecrista_glaziovii,Chamaecrista_glaziovii
Chamaecrista_glischrodes,Chamaecrista_glischrodes,Chamaecrista_glischrodes
Chamaecrista_gonoclada,Chamaecrista_gonoclada,Chamaecrista_gonoclada
Chamaecrista_gordon-grayae,Chamaecrista_gordon-grayae,Chamaecrista_gordon-grayae
Chamaecrista_gordon-grayae_subsp_gordon-grayae,Chamaecrista_gordon-grayae_subsp_gordon-grayae,Chamaecrista_gordon-grayae
Chamaecrista_gordon-grayae_subsp_longipedicellata,Chamaecrista_gordon-grayae_subsp_longipedicellata,Chamaecrista_gordon-grayae
Chamaecrista_gracilior,Chamaecrista_gracilior,Chamaecrista_gracilior
Chamaecrista_desvauxii_var_triumviralis,Chamaecrista_gracilis,Chamaecrista_gracilis
Chamaecrista_triumviralis,Chamaecrista_gracilis,Chamaecrista_gracilis
Chamaecrista_grandiglandulata,Chamaecrista_grandiglandulata,Chamaecrista_grandiglandulata
Chamaecrista_grantii,Chamaecrista_grantii,Chamaecrista_grantii
Chamaecrista_greggii,Chamaecrista_greggii,Chamaecrista_greggii
Chamaecrista_greggii_var_greggii,Chamaecrista_greggii_var_greggii,Chamaecrista_greggii
Chamaecrista_greggii_var_macdougaliana,Chamaecrista_greggii_var_macdougaliana,Chamaecrista_greggii
Chamaecrista_macdougaliana,Chamaecrista_greggii_var_macdougaliana,Chamaecrista_greggii
Chamaecrista_greggii_var_potosina,Chamaecrista_greggii_var_potosina,Chamaecrista_greggii
Chamaecrista_potosina,Chamaecrista_greggii_var_potosina,Chamaecrista_greggii
Chamaecrista_grisea,Chamaecrista_grisea,Chamaecrista_grisea
Chamaecrista_guanensis,Chamaecrista_guanensis,Chamaecrista_guanensis
Chamaecrista_gumminans,Chamaecrista_gumminans,Chamaecrista_gumminans
Chamaecrista_gymnothyrsa,Chamaecrista_gymnothyrsa,Chamaecrista_gymnothyrsa
Chamaecrista_harmsiana,Chamaecrista_harmsiana,Chamaecrista_harmsiana
Chamaecrista_hassleri,Chamaecrista_hassleri,Chamaecrista_hassleri
Chamaecrista_hatschbachii,Chamaecrista_hatschbachii,Chamaecrista_hatschbachii
Chamaecrista_hedysaroides,Chamaecrista_hedysaroides,Chamaecrista_hedysaroides
Chamaecrista_herpestia,Chamaecrista_herpestia,Chamaecrista_herpestia
Chamaecrista_hildebrandtii,Chamaecrista_hildebrandtii,Chamaecrista_hildebrandtii
Chamaecrista_hispidula,Chamaecrista_hispidula,Chamaecrista_hispidula
Chamaecrista_horizontalis,Chamaecrista_horizontalis,Chamaecrista_horizontalis
Chamaecrista_howardii,Chamaecrista_howardii,Chamaecrista_howardii
Chamaecrista_huillensis,Chamaecrista_huillensis,Chamaecrista_huillensis
Chamaecrista_huntii,Chamaecrista_huntii,Chamaecrista_huntii
Chamaecrista_huntii_var_correntina,Chamaecrista_huntii_var_correntina,Chamaecrista_huntii
Chamaecrista_huntii_var_huntii,Chamaecrista_huntii_var_huntii,Chamaecrista_huntii
Chamaecrista_hymenaeifolia,Chamaecrista_hymenaeifolia,Chamaecrista_hymenaeifolia
Chamaecrista_imbricans,Chamaecrista_imbricans,Chamaecrista_imbricans
Chamaecrista_incana,Chamaecrista_incana,Chamaecrista_incana
Chamaecrista_incurvata,Chamaecrista_incurvata,Chamaecrista_incurvata
Chamaecrista_incurvata_var_incurvata,Chamaecrista_incurvata_var_incurvata,Chamaecrista_incurvata
Chamaecrista_incurvata_var_zanclodes,Chamaecrista_incurvata_var_zanclodes,Chamaecrista_incurvata
Chamaecrista_ipanorensis,Chamaecrista_ipanorensis,Chamaecrista_ipanorensis
Chamaecrista_irwiniana,Chamaecrista_irwiniana,Chamaecrista_irwiniana
Chamaecrista_isidorea,Chamaecrista_isidorea,Chamaecrista_isidorea
Chamaecrista_itabiritoana,Chamaecrista_itabiritoana,Chamaecrista_itabiritoana
Chamaecrista_itambana,Chamaecrista_itambana,Chamaecrista_itambana
Chamaecrista_jacobinea,Chamaecrista_jacobinea,Chamaecrista_jacobinea
Chamaecrista_jaegeri,Chamaecrista_jaegeri,Chamaecrista_jaegeri
Chamaecrista_juruenensis,Chamaecrista_juruenensis,Chamaecrista_juruenensis
Chamaecrista_conferta_var_gurgueiana,Chamaecrista_juruenensis,Chamaecrista_juruenensis
Chamaecrista_kalulensis,Chamaecrista_kalulensis,Chamaecrista_kalulensis
Chamaecrista_katangensis,Chamaecrista_katangensis,Chamaecrista_katangensis
Chamaecrista_katangensis_var_katangensis,Chamaecrista_katangensis_var_katangensis,Chamaecrista_katangensis
Chamaecrista_katangensis_var_nuda,Chamaecrista_katangensis_var_nuda,Chamaecrista_katangensis
Chamaecrista_kirkii,Chamaecrista_kirkii,Chamaecrista_kirkii
Chamaecrista_kirkii_var_glabra,Chamaecrista_kirkii_var_glabra,Chamaecrista_kirkii
Chamaecrista_kirkii_var_guineensis,Chamaecrista_kirkii_var_guineensis,Chamaecrista_kirkii
Chamaecrista_kirkii_var_kirkii,Chamaecrista_kirkii_var_kirkii,Chamaecrista_kirkii
Chamaecrista_kleinii,Chamaecrista_kleinii,Chamaecrista_kleinii
Chamaecrista_kolabensis,Chamaecrista_kolabensis,Chamaecrista_kolabensis
Chamaecrista_kunthiana,Chamaecrista_kunthiana,Chamaecrista_kunthiana
Chamaecrista_labouriaeae,Chamaecrista_labouriaeae,Chamaecrista_labouriaeae
Chamaecrista_lagotois,Chamaecrista_lagotois,Chamaecrista_lagotois
Chamaecrista_lamprosperma,Chamaecrista_lamprosperma,Chamaecrista_lamprosperma
Chamaecrista_langsdorffii,Chamaecrista_langsdorffii,Chamaecrista_langsdorffii
Chamaecrista_desvauxii_var_langsdorffii,Chamaecrista_langsdorffii,Chamaecrista_langsdorffii
Chamaecrista_lehmannii,Chamaecrista_langsdorffii,Chamaecrista_langsdorffii
Chamaecrista_lateriticola,Chamaecrista_lateriticola,Chamaecrista_lateriticola
Chamaecrista_latifolia,Chamaecrista_latifolia,Chamaecrista_latifolia
Chamaecrista_choriophylla_var_latifolia,Chamaecrista_latifolia,Chamaecrista_latifolia
Chamaecrista_latistipula,Chamaecrista_latistipula,Chamaecrista_latistipula
Chamaecrista_desvauxii_var_latistipula,Chamaecrista_desvauxii_var_latistipula,Chamaecrista_latistipula
Chamaecrista_desvauxii_var_glauca,Chamaecrista_desvauxii_var_latistipula,Chamaecrista_latistipula
Chamaecrista_lavradiiflora,Chamaecrista_lavradiiflora,Chamaecrista_lavradiiflora
Chamaecrista_lavradioides,Chamaecrista_lavradioides,Chamaecrista_lavradioides
Chamaecrista_lentiscifolia,Chamaecrista_lentiscifolia,Chamaecrista_lentiscifolia
Chamaecrista_leptadenia,Chamaecrista_leptadenia,Chamaecrista_leptadenia
Chamaecrista_auricoma,Chamaecrista_leschenaultiana,Chamaecrista_leschenaultiana
Chamaecrista_leucopilis,Chamaecrista_leucopilis,Chamaecrista_leucopilis
Chamaecrista_linearifolia,Chamaecrista_linearifolia,Chamaecrista_linearifolia
Chamaecrista_linearifolia_var_bradei,Chamaecrista_linearifolia_var_bradei,Chamaecrista_linearifolia
Chamaecrista_linearifolia_var_latifolia,Chamaecrista_linearifolia_var_latifolia,Chamaecrista_linearifolia
Chamaecrista_linearifolia_var_linearifolia,Chamaecrista_linearifolia_var_linearifolia,Chamaecrista_linearifolia
Chamaecrista_linearis,Chamaecrista_linearis,Chamaecrista_linearis
Chamaecrista_desvauxii_var_linearis,Chamaecrista_linearis,Chamaecrista_linearis
Chamaecrista_lineata,Chamaecrista_lineata,Chamaecrista_lineata
Chamaecrista_lineata_var_arduinervis,Chamaecrista_lineata_var_arduinervis,Chamaecrista_lineata
Chamaecrista_arduinervis,Chamaecrista_lineata_var_arduinervis,Chamaecrista_lineata
Chamaecrista_hioramii,Chamaecrista_lineata_var_arduinervis,Chamaecrista_lineata
Chamaecrista_lineata_var_brevipila,Chamaecrista_lineata_var_arduinervis,Chamaecrista_lineata
Chamaecrista_lineata_var_banesensis,Chamaecrista_lineata_var_banesensis,Chamaecrista_lineata
Chamaecrista_lineata_var_brachyloba,Chamaecrista_lineata_var_brachyloba,Chamaecrista_lineata
Chamaecrista_grammica,Chamaecrista_lineata_var_brachyloba,Chamaecrista_lineata
Chamaecrista_granulata,Chamaecrista_lineata_var_brachyloba,Chamaecrista_lineata
Chamaecrista_portoricensis_var_granulata,Chamaecrista_lineata_var_brachyloba,Chamaecrista_lineata
Chamaecrista_lineata_var_iniasensis,Chamaecrista_lineata_var_iniasensis,Chamaecrista_lineata
Chamaecrista_jamaicensis,Chamaecrista_lineata_var_jamaicensis,Chamaecrista_lineata
Chamaecrista_lineata_var_keyensis,Chamaecrista_lineata_var_keyensis,Chamaecrista_lineata
Chamaecrista_keyensis,Chamaecrista_lineata_var_keyensis,Chamaecrista_lineata
Chamaecrista_lineata_var_lineata,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_clarensis,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_cuneata,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_lineata_var_clarensis,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_lineata_var_niqueroensis,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_niqueroensis,Chamaecrista_lineata_var_lineata,Chamaecrista_lineata
Chamaecrista_lineata_var_maestrensis,Chamaecrista_lineata_var_maestrensis,Chamaecrista_lineata
Chamaecrista_lineata_var_pinoi,Chamaecrista_lineata_var_pinoi,Chamaecrista_lineata
Chamaecrista_pinoi,Chamaecrista_lineata_var_pinoi,Chamaecrista_lineata
Chamaecrista_lineata_var_trifoliata,Chamaecrista_lineata_var_trifoliata,Chamaecrista_lineata
Chamaecrista_lomatopoda,Chamaecrista_lomatopoda,Chamaecrista_lomatopoda
Chamaecrista_longicuspis,Chamaecrista_longicuspis,Chamaecrista_longicuspis
Chamaecrista_longipes,Chamaecrista_longipes,Chamaecrista_longipes
Chamaecrista_longistyla,Chamaecrista_longistyla,Chamaecrista_longistyla
Chamaecrista_lundii,Chamaecrista_lundii,Chamaecrista_lundii
Chamaecrista_macambensis,Chamaecrista_macambensis,Chamaecrista_macambensis
Chamaecrista_macambensis_var_macambensis,Chamaecrista_macambensis_var_macambensis,Chamaecrista_macambensis
Chamaecrista_macambensis_var_pubescens,Chamaecrista_macambensis_var_pubescens,Chamaecrista_macambensis
Chamaecrista_macedoi,Chamaecrista_macedoi,Chamaecrista_macedoi
Chamaecrista_machaeriifolia,Chamaecrista_machaeriifolia,Chamaecrista_machaeriifolia
Chamaecrista_marianensis,Chamaecrista_marianensis,Chamaecrista_marianensis
Chamaecrista_maritima,Chamaecrista_maritima,Chamaecrista_maritima
Chamaecrista_meelii,Chamaecrista_meelii,Chamaecrista_meelii
Chamaecrista_claussenii_var_megacycla,Chamaecrista_megacycla,Chamaecrista_megacycla
Chamaecrista_microsenna,Chamaecrista_microsenna,Chamaecrista_microsenna
Chamaecrista_mimosoides,Chamaecrista_mimosoides,Chamaecrista_mimosoides
Chamaecrista_angustissima,Chamaecrista_mimosoides,Chamaecrista_mimosoides
Chamaecrista_hecatophylla,Chamaecrista_mimosoides,Chamaecrista_mimosoides
Chamaecrista_mindanaensis,Chamaecrista_mindanaensis,Chamaecrista_mindanaensis
Chamaecrista_molinae,Chamaecrista_molinae,Chamaecrista_molinae
Chamaecrista_mollicaulis,Chamaecrista_mollicaulis,Chamaecrista_mollicaulis
Chamaecrista_monticola,Chamaecrista_monticola,Chamaecrista_monticola
Chamaecrista_moorei,Chamaecrista_moorei,Chamaecrista_moorei
Chamaecrista_mucronata,Chamaecrista_mucronata,Chamaecrista_mucronata
Chamaecrista_multinervia,Chamaecrista_multinervia,Chamaecrista_multinervia
Chamaecrista_cipoana,Chamaecrista_multipennis,Chamaecrista_multipennis
Chamaecrista_multiseta,Chamaecrista_multiseta,Chamaecrista_multiseta
Chamaecrista_mwangokae,Chamaecrista_mwangokae,Chamaecrista_mwangokae
Chamaecrista_myrophenges,Chamaecrista_myrophenges,Chamaecrista_myrophenges
Chamaecrista_nana,Chamaecrista_nana,Chamaecrista_nana
Chamaecrista_nanodes,Chamaecrista_nanodes,Chamaecrista_nanodes
Chamaecrista_neesiana,Chamaecrista_neesiana,Chamaecrista_neesiana
Chamaecrista_neesiana_var_goyazensis,Chamaecrista_neesiana_var_goyazensis,Chamaecrista_neesiana
Chamaecrista_neesiana_var_laxiracemosa,Chamaecrista_neesiana_var_laxiracemosa,Chamaecrista_neesiana
Chamaecrista_neesiana_var_neesiana,Chamaecrista_neesiana_var_neesiana,Chamaecrista_neesiana
Chamaecrista_neesiana_var_subnitida,Chamaecrista_neesiana_var_subnitida,Chamaecrista_neesiana
Chamaecrista_negrensis,Chamaecrista_negrensis,Chamaecrista_negrensis
Chamaecrista_negrensis_var_albuquerquei,Chamaecrista_negrensis_var_albuquerquei,Chamaecrista_negrensis
Chamaecrista_negrensis_var_negrensis,Chamaecrista_negrensis_var_negrensis,Chamaecrista_negrensis
Chamaecrista_newtonii,Chamaecrista_newtonii,Chamaecrista_newtonii
Chamaecrista_nictitans,Chamaecrista_nictitans,Chamaecrista_nictitans
Chamaecrista_nictitans_subsp_brachypoda,Chamaecrista_nictitans_subsp_brachypoda,Chamaecrista_nictitans
Chamaecrista_nictitans_var_disadena,Chamaecrista_nictitans_subsp_disadena,Chamaecrista_nictitans
Chamaecrista_chiriquensis_,Chamaecrista_nictitans_subsp_disadena,Chamaecrista_nictitans
Chamaecrista_seleri,Chamaecrista_nictitans_subsp_disadena,Chamaecrista_nictitans
Chamaecrista_stenocarpa,Chamaecrista_nictitans_subsp_disadena,Chamaecrista_nictitans
Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_aspera_var_mohrii,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_commixta,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_mohrii,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_multipinnata,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_nictitans_var_commixta,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_nictitans_var_hebecarpa,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_nictitans_var_leiocarpa,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_procumbens,Chamaecrista_nictitans_subsp_nictitans,Chamaecrista_nictitans
Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_nelsonii_,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_nictitans_var_patellaria,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_nictitans_var_ramosa,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_patellaria,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_villosissima,Chamaecrista_nictitans_subsp_patellaria,Chamaecrista_nictitans
Chamaecrista_nictitans_var_aspera,Chamaecrista_nictitans_var_aspera,Chamaecrista_nictitans
Chamaecrista_aspera,Chamaecrista_nictitans_var_aspera,Chamaecrista_nictitans
Chamaecrista_confusa,Chamaecrista_nictitans_var_aspera,Chamaecrista_nictitans
Chamaecrista_simpsoniir,Chamaecrista_nictitans_var_aspera,Chamaecrista_nictitans
Chamaecrista_nictitans_var_brevicarpellata,Chamaecrista_nictitans_var_brevicarpellata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_diffusa,Chamaecrista_nictitans_var_diffusa,Chamaecrista_nictitans
Chamaecrista_brachycarpa,Chamaecrista_nictitans_var_diffusa,Chamaecrista_nictitans
Chamaecrista_diffusa,Chamaecrista_nictitans_var_diffusa,Chamaecrista_nictitans
Chamaecrista_exunguis,Chamaecrista_nictitans_var_diffusa,Chamaecrista_nictitans
Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_aeschinomene,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_dussii,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_fasciata,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_glaberrima,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_martinicensis,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_millspaughiiex,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_aeschinomene,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_fasciata,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_glaberrima,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_rovirosana,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_smaragdina,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_tabascoensis,Chamaecrista_nictitans_var_glabrata,Chamaecrista_nictitans
Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_leptadenia_var_jaliscensis,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_longicoma_,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_nicoyana,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_riparia,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_wilsonii,Chamaecrista_nictitans_var_jaliscensis,Chamaecrista_nictitans
Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans
Chamaecrista_nictitans_var_mensalis,Chamaecrista_nictitans_var_leptadenia,Chamaecrista_nictitans
Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_browniana_,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_simplex,Chamaecrista_nictitans_var_paraguariensis,Chamaecrista_nictitans
Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_comayaguana_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_conzattii_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_fenixensis_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_rekoi_,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_riparia_var_pilosa,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_salvadorensis,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_stenocarpoides,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_tonduzii,Chamaecrista_nictitans_var_pilosa,Chamaecrista_nictitans
Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans
Chamaecrista_lucesiae,Chamaecrista_nictitans_var_praetexta,Chamaecrista_nictitans
Chamaecrista_nigricans,Chamaecrista_nigricans,Chamaecrista_nigricans
Chamaecrista_harneyi,Chamaecrista_nigricans,Chamaecrista_nigricans
Chamaecrista_nilgirica,Chamaecrista_nilgirica,Chamaecrista_nilgirica
Chamaecrista_nomame,Chamaecrista_nomame,Chamaecrista_nomame
Chamaecrista_nomame_var_grandiflora,Chamaecrista_nomame_var_grandiflora,Chamaecrista_nomame
Chamaecrista_nomame_var_nomame,Chamaecrista_nomame_var_nomame,Chamaecrista_nomame
Chamaecrista_dimidiata,Chamaecrista_nomame_var_nomame,Chamaecrista_nomame
Chamaecrista_nuda,Chamaecrista_nuda,Chamaecrista_nuda
Chamaecrista_nummulariifolia,Chamaecrista_nummulariifolia,Chamaecrista_nummulariifolia
Chamaecrista_obcordata,Chamaecrista_obcordata,Chamaecrista_obcordata
Chamaecrista_obolaria,Chamaecrista_obolaria,Chamaecrista_obolaria
Chamaecrista_chaetostegia_var_obolaria,Chamaecrista_obolaria,Chamaecrista_obolaria
Chamaecrista_obtecta,Chamaecrista_obtecta,Chamaecrista_obtecta
Chamaecrista_ochnacea,Chamaecrista_ochnacea,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_latifolia,Chamaecrista_ochnacea_var_latifolia,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_mollis,Chamaecrista_ochnacea_var_mollis,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_ochnacea,Chamaecrista_ochnacea_var_ochnacea,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_purpurascens,Chamaecrista_ochnacea_var_purpurascens,Chamaecrista_ochnacea
Chamaecrista_ochnacea_var_speluncae,Chamaecrista_ochnacea_var_speluncae,Chamaecrista_ochnacea
Chamaecrista_ochrosperma,Chamaecrista_ochrosperma,Chamaecrista_ochrosperma
Chamaecrista_olesiphylla,Chamaecrista_olesiphylla,Chamaecrista_olesiphylla
Chamaecrista_oligandra,Chamaecrista_oligandra,Chamaecrista_oligandra
Chamaecrista_oligosperma,Chamaecrista_oligosperma,Chamaecrista_oligosperma
Chamaecrista_onusta,Chamaecrista_onusta,Chamaecrista_onusta
Chamaecrista_oppositifolia,Chamaecrista_oppositifolia,Chamaecrista_oppositifolia
Chamaecrista_orbiculata,Chamaecrista_orbiculata,Chamaecrista_orbiculata
Chamaecrista_orenocensis,Chamaecrista_orenocensis,Chamaecrista_orenocensis
Chamaecrista_pachyclada,Chamaecrista_pachyclada,Chamaecrista_pachyclada
Chamaecrista_paniculata,Chamaecrista_paniculata,Chamaecrista_paniculata
Chamaecrista_paralias,Chamaecrista_paralias,Chamaecrista_paralias
Chamaecrista_paraunana,Chamaecrista_paraunana,Chamaecrista_paraunana
Chamaecrista_parva,Chamaecrista_parva,Chamaecrista_parva
Chamaecrista_parvistipula,Chamaecrista_parvistipula,Chamaecrista_parvistipula
Chamaecrista_pascuorum,Chamaecrista_pascuorum,Chamaecrista_pascuorum
Chamaecrista_pauciflora,Chamaecrista_pauciflora,Chamaecrista_pauciflora
Chamaecrista_pedemontana,Chamaecrista_pedemontana,Chamaecrista_pedemontana
Chamaecrista_pedicellaris,Chamaecrista_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris
Chamaecrista_adenosperma,Chamaecrista_pedicellaris_var_adenosperma,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_buchii,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_enneryana,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_haitiensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_leonardae,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_subsp_holguinensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_subsp_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_holguinensis,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_pedicellaris_var_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_strigillosa,Chamaecrista_pedicellaris_var_pedicellaris,Chamaecrista_pedicellaris
Chamaecrista_petiolata,Chamaecrista_petiolata,Chamaecrista_petiolata
Chamaecrista_philippii,Chamaecrista_philippii,Chamaecrista_philippii
Chamaecrista_phyllostachya,Chamaecrista_phyllostachya,Chamaecrista_phyllostachya
Chamaecrista_pilicarpa,Chamaecrista_pilicarpa,Chamaecrista_pilicarpa
Chamaecrista_pilosa,Chamaecrista_pilosa,Chamaecrista_pilosa
Chamaecrista_pilosa_var_luxurians,Chamaecrista_pilosa_var_luxurians,Chamaecrista_pilosa
Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa
Chamaecrista_macropoda,Chamaecrista_pilosa_var_pilosa,Chamaecrista_pilosa
Chamaecrista_planaltoana,Chamaecrista_planaltoana,Chamaecrista_planaltoana
Chamaecrista_planifolia,Chamaecrista_planifolia,Chamaecrista_planifolia
Chamaecrista_plumosa,Chamaecrista_plumosa,Chamaecrista_plumosa
Chamaecrista_plumosa_var_erecta,Chamaecrista_plumosa_var_erecta,Chamaecrista_plumosa
Chamaecrista_plumosa_var_plumosa,Chamaecrista_plumosa_var_plumosa,Chamaecrista_plumosa
Chamaecrista_pohliana,Chamaecrista_pohliana,Chamaecrista_pohliana
Chamaecrista_polita,Chamaecrista_polita,Chamaecrista_polita
Chamaecrista_polymorpha,Chamaecrista_polymorpha,Chamaecrista_polymorpha
Chamaecrista_polystachya,Chamaecrista_polystachya,Chamaecrista_polystachya
Chamaecrista_polytricha,Chamaecrista_polytricha,Chamaecrista_polytricha
Chamaecrista_polytricha_var_pauciflora,Chamaecrista_polytricha_var_pauciflora,Chamaecrista_polytricha
Chamaecrista_polytricha_var_polytricha,Chamaecrista_polytricha_var_polytricha,Chamaecrista_polytricha
Chamaecrista_polytricha_var_pulchella,Chamaecrista_polytricha_var_pulchella,Chamaecrista_polytricha
Chamaecrista_portoricensis,Chamaecrista_portoricensis,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_atlantica,Chamaecrista_portoricensis_var_atlantica,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_portoricensis_var_callosa,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_tuerckheimii,Chamaecrista_portoricensis_var_portoricensis,Chamaecrista_portoricensis
Chamaecrista_potentilla,Chamaecrista_potentilla,Chamaecrista_potentilla
Chamaecrista_potentilla_var_specuum,Chamaecrista_potentilla,Chamaecrista_potentilla
